dataset,image_id,image_path,gender,race,age
fairface,fairface_006474,data/raw/fairface/fairface_006474.jpg,1,1,0
fairface,fairface_005204,data/raw/fairface/fairface_005204.jpg,0,2,6
fairface,fairface_005876,data/raw/fairface/fairface_005876.jpg,1,3,4
fairface,fairface_003301,data/raw/fairface/fairface_003301.jpg,0,4,3
fairface,fairface_009984,data/raw/fairface/fairface_009984.jpg,0,6,3
fairface,fairface_002839,data/raw/fairface/fairface_002839.jpg,0,0,3
fairface,fairface_008157,data/raw/fairface/fairface_008157.jpg,0,3,3
fairface,fairface_002607,data/raw/fairface/fairface_002607.jpg,1,4,3
fairface,fairface_004403,data/raw/fairface/fairface_004403.jpg,0,5,3
fairface,fairface_009555,data/raw/fairface/fairface_009555.jpg,0,2,2
fairface,fairface_001674,data/raw/fairface/fairface_001674.jpg,1,0,0
fairface,fairface_000493,data/raw/fairface/fairface_000493.jpg,0,5,4
fairface,fairface_009617,data/raw/fairface/fairface_009617.jpg,1,4,7
fairface,fairface_006894,data/raw/fairface/fairface_006894.jpg,0,5,4
fairface,fairface_002315,data/raw/fairface/fairface_002315.jpg,0,4,5
fairface,fairface_009924,data/raw/fairface/fairface_009924.jpg,0,6,3
fairface,fairface_008382,data/raw/fairface/fairface_008382.jpg,1,2,6
fairface,fairface_002157,data/raw/fairface/fairface_002157.jpg,1,2,2
fairface,fairface_000396,data/raw/fairface/fairface_000396.jpg,1,4,0
fairface,fairface_002493,data/raw/fairface/fairface_002493.jpg,0,2,3
fairface,fairface_008257,data/raw/fairface/fairface_008257.jpg,1,1,4
fairface,fairface_005284,data/raw/fairface/fairface_005284.jpg,0,5,5
fairface,fairface_007714,data/raw/fairface/fairface_007714.jpg,0,5,4
fairface,fairface_003964,data/raw/fairface/fairface_003964.jpg,0,6,4
fairface,fairface_007524,data/raw/fairface/fairface_007524.jpg,1,4,7
fairface,fairface_006146,data/raw/fairface/fairface_006146.jpg,1,0,1
fairface,fairface_005492,data/raw/fairface/fairface_005492.jpg,0,1,7
fairface,fairface_002700,data/raw/fairface/fairface_002700.jpg,1,2,4
fairface,fairface_009407,data/raw/fairface/fairface_009407.jpg,0,5,2
fairface,fairface_009577,data/raw/fairface/fairface_009577.jpg,1,2,0
fairface,fairface_005998,data/raw/fairface/fairface_005998.jpg,1,3,4
fairface,fairface_003822,data/raw/fairface/fairface_003822.jpg,0,0,4
fairface,fairface_002405,data/raw/fairface/fairface_002405.jpg,0,0,1
fairface,fairface_006703,data/raw/fairface/fairface_006703.jpg,0,6,2
fairface,fairface_007202,data/raw/fairface/fairface_007202.jpg,0,4,3
fairface,fairface_008148,data/raw/fairface/fairface_008148.jpg,1,2,4
fairface,fairface_002525,data/raw/fairface/fairface_002525.jpg,1,5,3
fairface,fairface_007014,data/raw/fairface/fairface_007014.jpg,1,3,6
fairface,fairface_008126,data/raw/fairface/fairface_008126.jpg,0,3,1
fairface,fairface_003191,data/raw/fairface/fairface_003191.jpg,1,3,4
fairface,fairface_008337,data/raw/fairface/fairface_008337.jpg,0,1,4
fairface,fairface_003683,data/raw/fairface/fairface_003683.jpg,0,2,6
fairface,fairface_005233,data/raw/fairface/fairface_005233.jpg,1,1,2
fairface,fairface_002730,data/raw/fairface/fairface_002730.jpg,0,0,4
fairface,fairface_008472,data/raw/fairface/fairface_008472.jpg,1,4,3
fairface,fairface_005319,data/raw/fairface/fairface_005319.jpg,1,6,3
fairface,fairface_006431,data/raw/fairface/fairface_006431.jpg,0,6,4
fairface,fairface_006452,data/raw/fairface/fairface_006452.jpg,0,1,1
fairface,fairface_002140,data/raw/fairface/fairface_002140.jpg,0,5,3
fairface,fairface_003838,data/raw/fairface/fairface_003838.jpg,0,0,3
fairface,fairface_001947,data/raw/fairface/fairface_001947.jpg,1,6,3
fairface,fairface_000864,data/raw/fairface/fairface_000864.jpg,1,2,2
fairface,fairface_002485,data/raw/fairface/fairface_002485.jpg,1,4,3
fairface,fairface_000560,data/raw/fairface/fairface_000560.jpg,1,3,0
fairface,fairface_007410,data/raw/fairface/fairface_007410.jpg,1,2,3
fairface,fairface_006925,data/raw/fairface/fairface_006925.jpg,0,1,3
fairface,fairface_009709,data/raw/fairface/fairface_009709.jpg,0,5,1
fairface,fairface_003079,data/raw/fairface/fairface_003079.jpg,0,0,3
fairface,fairface_002828,data/raw/fairface/fairface_002828.jpg,1,0,0
fairface,fairface_000776,data/raw/fairface/fairface_000776.jpg,1,2,3
fairface,fairface_000005,data/raw/fairface/fairface_000005.jpg,1,3,3
fairface,fairface_008569,data/raw/fairface/fairface_008569.jpg,0,0,2
fairface,fairface_002109,data/raw/fairface/fairface_002109.jpg,1,6,5
fairface,fairface_000906,data/raw/fairface/fairface_000906.jpg,1,6,4
fairface,fairface_006571,data/raw/fairface/fairface_006571.jpg,0,5,3
fairface,fairface_002724,data/raw/fairface/fairface_002724.jpg,1,4,4
fairface,fairface_000361,data/raw/fairface/fairface_000361.jpg,1,4,1
fairface,fairface_002170,data/raw/fairface/fairface_002170.jpg,0,4,1
fairface,fairface_006202,data/raw/fairface/fairface_006202.jpg,1,6,4
fairface,fairface_000192,data/raw/fairface/fairface_000192.jpg,1,3,7
fairface,fairface_008241,data/raw/fairface/fairface_008241.jpg,0,1,6
fairface,fairface_007473,data/raw/fairface/fairface_007473.jpg,1,6,1
fairface,fairface_008087,data/raw/fairface/fairface_008087.jpg,1,2,1
fairface,fairface_003377,data/raw/fairface/fairface_003377.jpg,1,2,1
fairface,fairface_006022,data/raw/fairface/fairface_006022.jpg,0,4,4
fairface,fairface_005588,data/raw/fairface/fairface_005588.jpg,0,3,1
fairface,fairface_007570,data/raw/fairface/fairface_007570.jpg,1,3,6
fairface,fairface_002416,data/raw/fairface/fairface_002416.jpg,0,5,4
fairface,fairface_003827,data/raw/fairface/fairface_003827.jpg,0,3,1
fairface,fairface_008854,data/raw/fairface/fairface_008854.jpg,0,2,1
fairface,fairface_008507,data/raw/fairface/fairface_008507.jpg,0,0,5
fairface,fairface_004410,data/raw/fairface/fairface_004410.jpg,1,3,4
fairface,fairface_003493,data/raw/fairface/fairface_003493.jpg,1,2,1
fairface,fairface_000708,data/raw/fairface/fairface_000708.jpg,1,4,5
fairface,fairface_005063,data/raw/fairface/fairface_005063.jpg,1,0,6
fairface,fairface_003178,data/raw/fairface/fairface_003178.jpg,1,5,2
fairface,fairface_004544,data/raw/fairface/fairface_004544.jpg,0,2,2
fairface,fairface_000087,data/raw/fairface/fairface_000087.jpg,0,6,3
fairface,fairface_004769,data/raw/fairface/fairface_004769.jpg,1,0,2
fairface,fairface_002407,data/raw/fairface/fairface_002407.jpg,0,5,2
fairface,fairface_003335,data/raw/fairface/fairface_003335.jpg,1,6,3
fairface,fairface_001657,data/raw/fairface/fairface_001657.jpg,1,4,1
fairface,fairface_003730,data/raw/fairface/fairface_003730.jpg,1,0,1
fairface,fairface_006598,data/raw/fairface/fairface_006598.jpg,0,5,2
fairface,fairface_009743,data/raw/fairface/fairface_009743.jpg,1,2,4
fairface,fairface_006278,data/raw/fairface/fairface_006278.jpg,0,1,3
fairface,fairface_003289,data/raw/fairface/fairface_003289.jpg,0,3,5
fairface,fairface_008643,data/raw/fairface/fairface_008643.jpg,0,5,3
fairface,fairface_000326,data/raw/fairface/fairface_000326.jpg,1,2,1
fairface,fairface_003890,data/raw/fairface/fairface_003890.jpg,1,6,4
fairface,fairface_000647,data/raw/fairface/fairface_000647.jpg,1,4,4
fairface,fairface_007457,data/raw/fairface/fairface_007457.jpg,0,3,3
fairface,fairface_000693,data/raw/fairface/fairface_000693.jpg,0,4,5
fairface,fairface_008588,data/raw/fairface/fairface_008588.jpg,1,2,1
fairface,fairface_002443,data/raw/fairface/fairface_002443.jpg,1,1,4
fairface,fairface_001269,data/raw/fairface/fairface_001269.jpg,1,1,2
fairface,fairface_001751,data/raw/fairface/fairface_001751.jpg,1,0,4
fairface,fairface_008426,data/raw/fairface/fairface_008426.jpg,1,0,1
fairface,fairface_000385,data/raw/fairface/fairface_000385.jpg,1,0,3
fairface,fairface_000745,data/raw/fairface/fairface_000745.jpg,0,5,5
fairface,fairface_007829,data/raw/fairface/fairface_007829.jpg,0,0,3
fairface,fairface_000578,data/raw/fairface/fairface_000578.jpg,1,5,1
fairface,fairface_008376,data/raw/fairface/fairface_008376.jpg,0,3,3
fairface,fairface_006752,data/raw/fairface/fairface_006752.jpg,0,1,2
fairface,fairface_002846,data/raw/fairface/fairface_002846.jpg,1,4,6
fairface,fairface_004126,data/raw/fairface/fairface_004126.jpg,1,3,3
fairface,fairface_002931,data/raw/fairface/fairface_002931.jpg,0,6,4
fairface,fairface_000808,data/raw/fairface/fairface_000808.jpg,0,0,3
fairface,fairface_009115,data/raw/fairface/fairface_009115.jpg,1,3,4
fairface,fairface_004526,data/raw/fairface/fairface_004526.jpg,1,1,4
fairface,fairface_003783,data/raw/fairface/fairface_003783.jpg,1,3,3
fairface,fairface_009560,data/raw/fairface/fairface_009560.jpg,0,5,6
fairface,fairface_006622,data/raw/fairface/fairface_006622.jpg,0,3,3
fairface,fairface_005962,data/raw/fairface/fairface_005962.jpg,1,1,3
fairface,fairface_001761,data/raw/fairface/fairface_001761.jpg,0,0,3
fairface,fairface_005894,data/raw/fairface/fairface_005894.jpg,1,3,6
fairface,fairface_007137,data/raw/fairface/fairface_007137.jpg,1,1,5
fairface,fairface_002221,data/raw/fairface/fairface_002221.jpg,0,1,4
fairface,fairface_003034,data/raw/fairface/fairface_003034.jpg,1,0,2
fairface,fairface_002964,data/raw/fairface/fairface_002964.jpg,0,3,1
fairface,fairface_000803,data/raw/fairface/fairface_000803.jpg,1,0,2
fairface,fairface_006030,data/raw/fairface/fairface_006030.jpg,1,1,5
fairface,fairface_009309,data/raw/fairface/fairface_009309.jpg,1,4,4
fairface,fairface_002945,data/raw/fairface/fairface_002945.jpg,1,0,4
fairface,fairface_001659,data/raw/fairface/fairface_001659.jpg,1,1,7
fairface,fairface_004075,data/raw/fairface/fairface_004075.jpg,1,6,6
fairface,fairface_005095,data/raw/fairface/fairface_005095.jpg,0,5,4
fairface,fairface_008966,data/raw/fairface/fairface_008966.jpg,1,4,7
fairface,fairface_003192,data/raw/fairface/fairface_003192.jpg,1,3,5
fairface,fairface_005215,data/raw/fairface/fairface_005215.jpg,1,1,3
fairface,fairface_008077,data/raw/fairface/fairface_008077.jpg,0,5,4
fairface,fairface_003575,data/raw/fairface/fairface_003575.jpg,0,1,4
fairface,fairface_005982,data/raw/fairface/fairface_005982.jpg,1,5,5
fairface,fairface_006501,data/raw/fairface/fairface_006501.jpg,1,5,3
fairface,fairface_002220,data/raw/fairface/fairface_002220.jpg,0,3,4
fairface,fairface_009521,data/raw/fairface/fairface_009521.jpg,1,5,4
fairface,fairface_005332,data/raw/fairface/fairface_005332.jpg,0,1,2
fairface,fairface_005626,data/raw/fairface/fairface_005626.jpg,1,5,3
fairface,fairface_005499,data/raw/fairface/fairface_005499.jpg,1,6,4
fairface,fairface_001301,data/raw/fairface/fairface_001301.jpg,0,2,2
fairface,fairface_006591,data/raw/fairface/fairface_006591.jpg,1,1,1
fairface,fairface_007134,data/raw/fairface/fairface_007134.jpg,1,0,7
fairface,fairface_007009,data/raw/fairface/fairface_007009.jpg,1,0,4
fairface,fairface_001832,data/raw/fairface/fairface_001832.jpg,1,3,3
fairface,fairface_006411,data/raw/fairface/fairface_006411.jpg,1,1,6
fairface,fairface_008297,data/raw/fairface/fairface_008297.jpg,1,3,3
fairface,fairface_007045,data/raw/fairface/fairface_007045.jpg,1,0,6
fairface,fairface_001004,data/raw/fairface/fairface_001004.jpg,1,0,6
fairface,fairface_002052,data/raw/fairface/fairface_002052.jpg,1,6,3
fairface,fairface_003879,data/raw/fairface/fairface_003879.jpg,0,5,4
fairface,fairface_002063,data/raw/fairface/fairface_002063.jpg,1,4,6
fairface,fairface_000259,data/raw/fairface/fairface_000259.jpg,1,2,3
fairface,fairface_006226,data/raw/fairface/fairface_006226.jpg,0,5,2
fairface,fairface_009765,data/raw/fairface/fairface_009765.jpg,0,0,4
fairface,fairface_009978,data/raw/fairface/fairface_009978.jpg,0,5,2
fairface,fairface_003314,data/raw/fairface/fairface_003314.jpg,1,6,3
fairface,fairface_004511,data/raw/fairface/fairface_004511.jpg,1,2,1
fairface,fairface_003163,data/raw/fairface/fairface_003163.jpg,0,2,2
fairface,fairface_002684,data/raw/fairface/fairface_002684.jpg,1,2,4
fairface,fairface_003615,data/raw/fairface/fairface_003615.jpg,0,3,4
fairface,fairface_005765,data/raw/fairface/fairface_005765.jpg,0,4,4
fairface,fairface_004714,data/raw/fairface/fairface_004714.jpg,1,0,8
fairface,fairface_004286,data/raw/fairface/fairface_004286.jpg,0,6,1
fairface,fairface_004523,data/raw/fairface/fairface_004523.jpg,0,6,1
fairface,fairface_000791,data/raw/fairface/fairface_000791.jpg,0,3,4
fairface,fairface_004709,data/raw/fairface/fairface_004709.jpg,0,3,4
fairface,fairface_005202,data/raw/fairface/fairface_005202.jpg,1,5,3
fairface,fairface_005038,data/raw/fairface/fairface_005038.jpg,0,3,3
fairface,fairface_000873,data/raw/fairface/fairface_000873.jpg,0,3,3
fairface,fairface_008458,data/raw/fairface/fairface_008458.jpg,0,1,3
fairface,fairface_008658,data/raw/fairface/fairface_008658.jpg,0,0,1
fairface,fairface_008114,data/raw/fairface/fairface_008114.jpg,1,6,4
fairface,fairface_003545,data/raw/fairface/fairface_003545.jpg,1,3,3
fairface,fairface_009733,data/raw/fairface/fairface_009733.jpg,0,5,4
fairface,fairface_008117,data/raw/fairface/fairface_008117.jpg,0,6,6
fairface,fairface_009985,data/raw/fairface/fairface_009985.jpg,1,6,3
fairface,fairface_003723,data/raw/fairface/fairface_003723.jpg,0,3,5
fairface,fairface_000430,data/raw/fairface/fairface_000430.jpg,0,5,3
fairface,fairface_004688,data/raw/fairface/fairface_004688.jpg,0,2,3
fairface,fairface_006461,data/raw/fairface/fairface_006461.jpg,0,2,1
fairface,fairface_000655,data/raw/fairface/fairface_000655.jpg,1,3,4
fairface,fairface_002239,data/raw/fairface/fairface_002239.jpg,0,3,1
fairface,fairface_007007,data/raw/fairface/fairface_007007.jpg,1,0,6
fairface,fairface_002631,data/raw/fairface/fairface_002631.jpg,1,4,2
fairface,fairface_009380,data/raw/fairface/fairface_009380.jpg,0,5,4
fairface,fairface_007411,data/raw/fairface/fairface_007411.jpg,1,3,2
fairface,fairface_001542,data/raw/fairface/fairface_001542.jpg,0,4,3
fairface,fairface_009586,data/raw/fairface/fairface_009586.jpg,0,5,1
fairface,fairface_003045,data/raw/fairface/fairface_003045.jpg,0,0,2
fairface,fairface_006606,data/raw/fairface/fairface_006606.jpg,1,2,0
fairface,fairface_003561,data/raw/fairface/fairface_003561.jpg,1,1,5
fairface,fairface_005568,data/raw/fairface/fairface_005568.jpg,0,1,4
fairface,fairface_000300,data/raw/fairface/fairface_000300.jpg,1,4,4
fairface,fairface_006720,data/raw/fairface/fairface_006720.jpg,0,0,1
fairface,fairface_002932,data/raw/fairface/fairface_002932.jpg,1,3,3
fairface,fairface_008164,data/raw/fairface/fairface_008164.jpg,1,4,5
fairface,fairface_003973,data/raw/fairface/fairface_003973.jpg,1,3,1
fairface,fairface_002428,data/raw/fairface/fairface_002428.jpg,0,0,3
fairface,fairface_006663,data/raw/fairface/fairface_006663.jpg,0,2,6
fairface,fairface_007825,data/raw/fairface/fairface_007825.jpg,0,1,4
fairface,fairface_007711,data/raw/fairface/fairface_007711.jpg,0,0,4
fairface,fairface_007380,data/raw/fairface/fairface_007380.jpg,1,5,1
fairface,fairface_002430,data/raw/fairface/fairface_002430.jpg,1,2,5
fairface,fairface_005679,data/raw/fairface/fairface_005679.jpg,1,3,3
fairface,fairface_002877,data/raw/fairface/fairface_002877.jpg,0,1,2
fairface,fairface_009128,data/raw/fairface/fairface_009128.jpg,0,3,3
fairface,fairface_009350,data/raw/fairface/fairface_009350.jpg,0,5,3
fairface,fairface_002539,data/raw/fairface/fairface_002539.jpg,0,1,6
fairface,fairface_005693,data/raw/fairface/fairface_005693.jpg,1,3,6
fairface,fairface_001124,data/raw/fairface/fairface_001124.jpg,0,0,2
fairface,fairface_002615,data/raw/fairface/fairface_002615.jpg,1,3,3
fairface,fairface_006745,data/raw/fairface/fairface_006745.jpg,0,5,2
fairface,fairface_003422,data/raw/fairface/fairface_003422.jpg,0,2,4
fairface,fairface_005857,data/raw/fairface/fairface_005857.jpg,0,4,4
fairface,fairface_004927,data/raw/fairface/fairface_004927.jpg,0,1,3
fairface,fairface_003950,data/raw/fairface/fairface_003950.jpg,0,0,1
fairface,fairface_004040,data/raw/fairface/fairface_004040.jpg,1,6,3
fairface,fairface_005555,data/raw/fairface/fairface_005555.jpg,0,2,3
fairface,fairface_006999,data/raw/fairface/fairface_006999.jpg,1,4,5
fairface,fairface_007257,data/raw/fairface/fairface_007257.jpg,0,5,4
fairface,fairface_003222,data/raw/fairface/fairface_003222.jpg,1,3,5
fairface,fairface_001822,data/raw/fairface/fairface_001822.jpg,1,0,2
fairface,fairface_008756,data/raw/fairface/fairface_008756.jpg,0,3,3
fairface,fairface_001702,data/raw/fairface/fairface_001702.jpg,1,4,4
fairface,fairface_006238,data/raw/fairface/fairface_006238.jpg,0,4,5
fairface,fairface_009419,data/raw/fairface/fairface_009419.jpg,0,0,3
fairface,fairface_001687,data/raw/fairface/fairface_001687.jpg,0,3,1
fairface,fairface_007986,data/raw/fairface/fairface_007986.jpg,1,5,4
fairface,fairface_002832,data/raw/fairface/fairface_002832.jpg,0,3,6
fairface,fairface_000112,data/raw/fairface/fairface_000112.jpg,1,4,4
fairface,fairface_000585,data/raw/fairface/fairface_000585.jpg,0,2,3
fairface,fairface_003599,data/raw/fairface/fairface_003599.jpg,0,1,2
fairface,fairface_005585,data/raw/fairface/fairface_005585.jpg,1,5,5
fairface,fairface_005822,data/raw/fairface/fairface_005822.jpg,0,2,3
fairface,fairface_006653,data/raw/fairface/fairface_006653.jpg,0,3,4
fairface,fairface_004100,data/raw/fairface/fairface_004100.jpg,0,1,3
fairface,fairface_005116,data/raw/fairface/fairface_005116.jpg,1,6,3
fairface,fairface_009635,data/raw/fairface/fairface_009635.jpg,0,5,5
fairface,fairface_009270,data/raw/fairface/fairface_009270.jpg,1,1,5
fairface,fairface_009538,data/raw/fairface/fairface_009538.jpg,1,0,1
fairface,fairface_003566,data/raw/fairface/fairface_003566.jpg,1,5,1
fairface,fairface_004064,data/raw/fairface/fairface_004064.jpg,0,5,4
fairface,fairface_000673,data/raw/fairface/fairface_000673.jpg,1,6,1
fairface,fairface_003966,data/raw/fairface/fairface_003966.jpg,0,5,2
fairface,fairface_006498,data/raw/fairface/fairface_006498.jpg,0,3,5
fairface,fairface_000029,data/raw/fairface/fairface_000029.jpg,0,2,3
fairface,fairface_000043,data/raw/fairface/fairface_000043.jpg,1,5,5
fairface,fairface_005401,data/raw/fairface/fairface_005401.jpg,1,3,5
fairface,fairface_007638,data/raw/fairface/fairface_007638.jpg,1,3,4
fairface,fairface_007343,data/raw/fairface/fairface_007343.jpg,1,4,7
fairface,fairface_004466,data/raw/fairface/fairface_004466.jpg,0,3,4
fairface,fairface_001906,data/raw/fairface/fairface_001906.jpg,0,6,2
fairface,fairface_006482,data/raw/fairface/fairface_006482.jpg,1,5,3
fairface,fairface_000421,data/raw/fairface/fairface_000421.jpg,1,0,2
fairface,fairface_006485,data/raw/fairface/fairface_006485.jpg,1,2,4
fairface,fairface_003815,data/raw/fairface/fairface_003815.jpg,1,0,7
fairface,fairface_007038,data/raw/fairface/fairface_007038.jpg,0,2,5
fairface,fairface_009267,data/raw/fairface/fairface_009267.jpg,1,3,3
fairface,fairface_008519,data/raw/fairface/fairface_008519.jpg,1,5,3
fairface,fairface_007609,data/raw/fairface/fairface_007609.jpg,0,3,3
fairface,fairface_002950,data/raw/fairface/fairface_002950.jpg,1,4,5
fairface,fairface_006933,data/raw/fairface/fairface_006933.jpg,1,3,3
fairface,fairface_007839,data/raw/fairface/fairface_007839.jpg,1,4,3
fairface,fairface_006294,data/raw/fairface/fairface_006294.jpg,0,4,4
fairface,fairface_007985,data/raw/fairface/fairface_007985.jpg,1,6,4
fairface,fairface_008133,data/raw/fairface/fairface_008133.jpg,1,2,4
fairface,fairface_002579,data/raw/fairface/fairface_002579.jpg,0,0,3
fairface,fairface_007702,data/raw/fairface/fairface_007702.jpg,1,4,6
fairface,fairface_008557,data/raw/fairface/fairface_008557.jpg,0,1,5
fairface,fairface_008536,data/raw/fairface/fairface_008536.jpg,0,3,5
fairface,fairface_009063,data/raw/fairface/fairface_009063.jpg,1,5,3
fairface,fairface_002661,data/raw/fairface/fairface_002661.jpg,1,2,2
fairface,fairface_005570,data/raw/fairface/fairface_005570.jpg,0,6,3
fairface,fairface_006580,data/raw/fairface/fairface_006580.jpg,1,0,5
fairface,fairface_002990,data/raw/fairface/fairface_002990.jpg,0,1,4
fairface,fairface_004205,data/raw/fairface/fairface_004205.jpg,0,5,4
fairface,fairface_007397,data/raw/fairface/fairface_007397.jpg,1,2,3
fairface,fairface_002383,data/raw/fairface/fairface_002383.jpg,1,0,5
fairface,fairface_002546,data/raw/fairface/fairface_002546.jpg,1,2,3
fairface,fairface_000344,data/raw/fairface/fairface_000344.jpg,1,5,3
fairface,fairface_003166,data/raw/fairface/fairface_003166.jpg,1,4,3
fairface,fairface_002884,data/raw/fairface/fairface_002884.jpg,1,4,4
fairface,fairface_008310,data/raw/fairface/fairface_008310.jpg,0,5,6
fairface,fairface_005451,data/raw/fairface/fairface_005451.jpg,0,0,3
fairface,fairface_007052,data/raw/fairface/fairface_007052.jpg,0,2,0
fairface,fairface_009721,data/raw/fairface/fairface_009721.jpg,0,6,4
fairface,fairface_008703,data/raw/fairface/fairface_008703.jpg,1,5,1
fairface,fairface_002936,data/raw/fairface/fairface_002936.jpg,1,4,2
fairface,fairface_002534,data/raw/fairface/fairface_002534.jpg,1,1,5
fairface,fairface_000926,data/raw/fairface/fairface_000926.jpg,1,5,3
fairface,fairface_004846,data/raw/fairface/fairface_004846.jpg,1,5,2
fairface,fairface_008267,data/raw/fairface/fairface_008267.jpg,1,6,0
fairface,fairface_009258,data/raw/fairface/fairface_009258.jpg,0,4,5
fairface,fairface_002763,data/raw/fairface/fairface_002763.jpg,1,2,3
fairface,fairface_006378,data/raw/fairface/fairface_006378.jpg,0,3,4
fairface,fairface_006696,data/raw/fairface/fairface_006696.jpg,1,3,6
fairface,fairface_000559,data/raw/fairface/fairface_000559.jpg,0,3,5
fairface,fairface_006418,data/raw/fairface/fairface_006418.jpg,0,6,3
fairface,fairface_000059,data/raw/fairface/fairface_000059.jpg,0,5,2
fairface,fairface_001162,data/raw/fairface/fairface_001162.jpg,1,2,2
fairface,fairface_000076,data/raw/fairface/fairface_000076.jpg,0,2,6
fairface,fairface_002350,data/raw/fairface/fairface_002350.jpg,1,6,3
fairface,fairface_009106,data/raw/fairface/fairface_009106.jpg,0,1,2
fairface,fairface_000510,data/raw/fairface/fairface_000510.jpg,1,3,4
fairface,fairface_006906,data/raw/fairface/fairface_006906.jpg,0,4,4
fairface,fairface_005921,data/raw/fairface/fairface_005921.jpg,0,6,1
fairface,fairface_009669,data/raw/fairface/fairface_009669.jpg,0,5,2
fairface,fairface_007020,data/raw/fairface/fairface_007020.jpg,0,4,1
fairface,fairface_007188,data/raw/fairface/fairface_007188.jpg,0,2,4
fairface,fairface_000896,data/raw/fairface/fairface_000896.jpg,0,2,5
fairface,fairface_003161,data/raw/fairface/fairface_003161.jpg,1,3,3
fairface,fairface_007415,data/raw/fairface/fairface_007415.jpg,1,3,3
fairface,fairface_003484,data/raw/fairface/fairface_003484.jpg,1,2,4
fairface,fairface_004115,data/raw/fairface/fairface_004115.jpg,1,4,3
fairface,fairface_002621,data/raw/fairface/fairface_002621.jpg,0,2,5
fairface,fairface_003962,data/raw/fairface/fairface_003962.jpg,1,2,2
fairface,fairface_005773,data/raw/fairface/fairface_005773.jpg,1,5,4
fairface,fairface_007383,data/raw/fairface/fairface_007383.jpg,1,5,6
fairface,fairface_008905,data/raw/fairface/fairface_008905.jpg,1,1,6
fairface,fairface_004528,data/raw/fairface/fairface_004528.jpg,1,4,5
fairface,fairface_006858,data/raw/fairface/fairface_006858.jpg,1,3,6
fairface,fairface_008474,data/raw/fairface/fairface_008474.jpg,1,3,3
fairface,fairface_009546,data/raw/fairface/fairface_009546.jpg,0,2,4
fairface,fairface_004404,data/raw/fairface/fairface_004404.jpg,0,3,3
fairface,fairface_003576,data/raw/fairface/fairface_003576.jpg,1,1,1
fairface,fairface_008977,data/raw/fairface/fairface_008977.jpg,0,0,3
fairface,fairface_004230,data/raw/fairface/fairface_004230.jpg,0,0,5
fairface,fairface_007125,data/raw/fairface/fairface_007125.jpg,0,0,3
fairface,fairface_005390,data/raw/fairface/fairface_005390.jpg,1,3,6
fairface,fairface_009216,data/raw/fairface/fairface_009216.jpg,1,3,4
fairface,fairface_004427,data/raw/fairface/fairface_004427.jpg,1,2,3
fairface,fairface_009113,data/raw/fairface/fairface_009113.jpg,0,0,3
fairface,fairface_000930,data/raw/fairface/fairface_000930.jpg,1,3,2
fairface,fairface_003894,data/raw/fairface/fairface_003894.jpg,1,0,4
fairface,fairface_000763,data/raw/fairface/fairface_000763.jpg,1,3,4
fairface,fairface_009247,data/raw/fairface/fairface_009247.jpg,0,5,3
fairface,fairface_001398,data/raw/fairface/fairface_001398.jpg,0,5,4
fairface,fairface_004663,data/raw/fairface/fairface_004663.jpg,0,0,0
fairface,fairface_003804,data/raw/fairface/fairface_003804.jpg,0,2,3
fairface,fairface_007406,data/raw/fairface/fairface_007406.jpg,0,6,4
fairface,fairface_007126,data/raw/fairface/fairface_007126.jpg,1,2,4
fairface,fairface_007284,data/raw/fairface/fairface_007284.jpg,1,5,4
fairface,fairface_001487,data/raw/fairface/fairface_001487.jpg,1,2,3
fairface,fairface_002836,data/raw/fairface/fairface_002836.jpg,1,0,4
fairface,fairface_008438,data/raw/fairface/fairface_008438.jpg,1,0,3
fairface,fairface_005437,data/raw/fairface/fairface_005437.jpg,1,2,6
fairface,fairface_000393,data/raw/fairface/fairface_000393.jpg,1,5,1
fairface,fairface_005557,data/raw/fairface/fairface_005557.jpg,0,0,5
fairface,fairface_003129,data/raw/fairface/fairface_003129.jpg,1,5,4
fairface,fairface_001634,data/raw/fairface/fairface_001634.jpg,0,0,1
fairface,fairface_005055,data/raw/fairface/fairface_005055.jpg,1,5,5
fairface,fairface_001908,data/raw/fairface/fairface_001908.jpg,0,0,4
fairface,fairface_003799,data/raw/fairface/fairface_003799.jpg,0,0,1
fairface,fairface_009190,data/raw/fairface/fairface_009190.jpg,1,5,3
fairface,fairface_008264,data/raw/fairface/fairface_008264.jpg,1,3,1
fairface,fairface_006706,data/raw/fairface/fairface_006706.jpg,1,4,4
fairface,fairface_000646,data/raw/fairface/fairface_000646.jpg,1,4,5
fairface,fairface_009317,data/raw/fairface/fairface_009317.jpg,0,5,2
fairface,fairface_005802,data/raw/fairface/fairface_005802.jpg,1,3,3
fairface,fairface_005500,data/raw/fairface/fairface_005500.jpg,1,3,2
fairface,fairface_000422,data/raw/fairface/fairface_000422.jpg,1,5,3
fairface,fairface_001713,data/raw/fairface/fairface_001713.jpg,1,5,5
fairface,fairface_005520,data/raw/fairface/fairface_005520.jpg,1,3,3
fairface,fairface_003167,data/raw/fairface/fairface_003167.jpg,1,2,3
fairface,fairface_006583,data/raw/fairface/fairface_006583.jpg,1,3,4
fairface,fairface_009392,data/raw/fairface/fairface_009392.jpg,1,2,5
fairface,fairface_001979,data/raw/fairface/fairface_001979.jpg,0,3,4
